,user_id,name,type,date,attendees_count,loc,google_rating
49,ccb04edf-2349-11ea-95cf-74d02b9c93aa,Bitchip,spa,1330782303,1,"8.8732234, 104.81627840000002",5
50,ccb04edf-2349-11ea-95cf-74d02b9c93aa,Regrant,night_club,1445799516,1,"-18.7942434, -67.0464591",2
51,ccb04edf-2349-11ea-95cf-74d02b9c93aa,Keylex,veterinary_care,1060769273,1,"52.7189291, 58.677006999999996",2
52,ccb04edf-2349-11ea-95cf-74d02b9c93aa,Veribet,parking,1176991334,1,"38.76838789999999, 139.91777390000001",2
53,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,Tin,bank,956566763,8,"35.8746739, 10.571808599999999",5
55,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Prodder,gym,1488756596,1,"59.3354247, 18.067173",2
56,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Rank,home_goods_store,1316063112,1,"14.739270000000001, 44.20664",2
57,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Zoolab,car_dealer,1564829262,1,"29.828255100000003, 114.3213706",5
58,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Stim,bakery,1519588477,2,"58.6073483, 14.036886800000001",3
59,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Aerified,painter,1066160619,1,"47.3168226, 47.3786779",2
60,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,Prodder,gym,1488756596,1,"59.3354247, 18.067173",2
61,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,It,cafe,1094978567,1,"55.6427846, 38.008554",3
62,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Home Ing,tourist_attraction,992744014,1,"46.2144039, 15.158559900000002",2
63,ccb04ee3-2349-11ea-9020-74d02b9c93aa,It,mosque,1116624697,8,"-7.0837462, 107.6540877",2
64,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Gembucket,department_store,1521391233,2,"-37.055580299999995, 174.9213435",3
65,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Bamity,campground,1000748675,1,"49.5508417, 23.1084348",2
66,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Job,drugstore,1015093643,1,"28.669344899999995, 115.899378",3
67,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Prodder,travel_agency,1398631401,1,"30.183806, 120.264253",5
68,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Andalax,department_store,1504975843,1,"49.3550162, 17.2849522",2
69,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Gembucket,city_hall,1065811068,1,"39.074503899999996, -84.33211",4
70,ccb04ee3-2349-11ea-9020-74d02b9c93aa,Vagram,locksmith,1437855542,1,"49.7826756, 22.778177300000003",5
71,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Holdlamis,electronics_store,1170679150,4,"38.207014799999996, 128.5918489",3
72,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Lotlux,convenience_store,1133811277,1,"40.628952000000005, 122.511257",5
73,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Keylex,moving_company,1502025332,1,"28.002848999999998, 118.76495700000001",3
74,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Wrapsafe,locksmith,1424000478,9,"-13.073053100000001, -75.13976770000001",2
75,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Job,painter,1568424241,1,"-7.0215217999999995, 112.4798088",1
76,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Alpha,tourist_attraction,1269826954,1,"0.5527835999999999, 123.0563144",1
77,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Tresom,storage,1168909428,8,"8.8872371, -11.16032",4
78,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Ronstring,secondary_school,1149737437,1,"22.825834, 115.00368700000001",4
79,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Ronstring,tourist_attraction,1101344187,8,"54.787995499999994, 17.9833033",1
80,ccb04ee4-2349-11ea-b369-74d02b9c93aa,Domainer,store,1333866581,2,"-25.5096271, -49.2254535",4
81,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Konklux,parking,1059077261,1,"-22.7186089, -42.6279835",3
82,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Keylex,insurance_agency,1329779136,8,"51.610281, 19.708599",2
83,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Cardguard,embassy,1306422134,3,"53.587915599999995, -6.1884248",4
84,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Zathin,grocery_or_supermarket,1424817888,1,"49.040177899999996, 23.5129163",4
85,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Bitchip,car_dealer,1313634999,5,"6.3182464000000005, -3.9549641",2
86,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Asoka,night_club,1445540375,1,"13.8513777, 100.5635071",1
87,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Lotstring,casino,1289323141,3,"34.683646, 112.46902299999999",1
88,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Namfix,airport,1252066498,1,"48.5497476, 26.4913564",4
89,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Keylex,gym,1249426067,1,"51.934757299999994, 39.3221711",5
90,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Tres-Zap,post_office,1502349793,1,"33.9972134, 72.14865479999999",4
91,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Konklux,school,1334693006,8,"40.6746699, 44.2454216",4
92,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,Sub-Ex,drugstore,1434351119,1,"25.498720000000002, 119.790168",4
94,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,Alphazap,shoe_store,1339945039,1,"40.087642200000005, -7.238914200000001",5
95,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,Overhold,hospital,1171145827,3,"-28.8676839, 31.916021100000002",2
96,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,Temp,mosque,1011435247,7,"25.941937, 117.365052",1
97,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,Pannier,aquarium,1536070373,1,"-37.813627600000004, 144.96305759999998",2
98,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,Pannier,grocery_or_supermarket,1133010804,1,"14.471267600000001, 121.04412009999999",2
99,ccb04ee8-2349-11ea-9187-74d02b9c93aa,Quo Lux,car_rental,1289894767,4,"40.6300635, -8.581189",5
100,ccb04ee8-2349-11ea-9187-74d02b9c93aa,Ventosanzap,beauty_salon,1257196763,8,"13.1561057, 100.8120563",4
101,ccb04ee8-2349-11ea-9187-74d02b9c93aa,Prodder,rv_park,1400033775,1,"-25.50065, 30.913606199999997",5
102,ccb04ee8-2349-11ea-9187-74d02b9c93aa,Tin,library,965179282,7,"39.7992062, 44.7723968",1
103,ccb04ee8-2349-11ea-9187-74d02b9c93aa,Stringtough,park,1215143329,4,"43.0225426, 41.1157847",4
106,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,Biodex,physiotherapist,1309036817,3,"51.2760107, 22.5807371",4
107,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,Span,local_government_office,1096792047,1,"46.83182670000001, 29.4620887",4
108,ccb04eec-2349-11ea-84c0-74d02b9c93aa,Sub-Ex,church,1222772499,1,"26.9597709, 49.5687416",2
109,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,Keylex,city_hall,1162870315,5,"52.7602576, 20.530821399999997",2
110,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,Ventosanzap,gas_station,1310544924,5,"37.072100799999994, 40.6524512",1
111,ccb04eee-2349-11ea-863d-74d02b9c93aa,Job,physiotherapist,1520038394,3,"9.1765343, 123.21667659999999",1
112,ccb04eee-2349-11ea-863d-74d02b9c93aa,Domainer,transit_station,1339060525,9,"25.257168, 116.421093",1
113,ccb04eee-2349-11ea-863d-74d02b9c93aa,Alpha,school,1126540732,1,"60.008624, 30.412653000000002",4
114,ccb04eee-2349-11ea-863d-74d02b9c93aa,Regrant,laundry,1487628626,1,"50.09015529999999, 14.564016199999998",3
115,ccb04eee-2349-11ea-863d-74d02b9c93aa,Gembucket,department_store,1521391233,2,"-37.055580299999995, 174.9213435",3
116,ccb04eee-2349-11ea-863d-74d02b9c93aa,Subin,home_goods_store,1048029711,3,"14.582807, 121.06170800000001",3
117,ccb04eee-2349-11ea-863d-74d02b9c93aa,Zaam-Dox,supermarket,1365390930,8,"9.600874699999999, 41.850142",3
118,ccb04eee-2349-11ea-863d-74d02b9c93aa,Tresom,grocery_or_supermarket,1384732218,1,"42.8862964, 74.67224590000001",3
119,ccb04eee-2349-11ea-863d-74d02b9c93aa,Redhold,zoo,1488878918,2,"-10.0798, 120.2781",5
121,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Holdlamis,locksmith,1428407826,1,"-8.9445, 121.0593",4
122,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Zathin,campground,1534541750,1,"-7.986886900000001, 113.75138270000001",5
123,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Cardguard,embassy,1306422134,3,"53.587915599999995, -6.1884248",4
124,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Kanlam,funeral_home,1468981915,1,"23.084827, 113.290609",5
125,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Fix San,meal_takeaway,1453813722,1,"13.514118, 144.835735",2
126,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Sub-Ex,supermarket,1563584393,5,"42.046011, -8.4825685",2
127,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Keylex,insurance_agency,1329779136,8,"51.610281, 19.708599",2
128,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,It,embassy,1356656047,1,"56.859395400000004, 16.8197697",3
129,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Solarbreeze,painter,1235648094,4,"-2.9679629000000003, 29.208830300000002",4
130,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Zontrax,casino,1223792097,1,"26.663449, 105.77054199999999",2
131,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,Latlux,museum,1492645479,5,"-8.135667, 111.53490590000001",1
132,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,Zamit,painter,1318034461,9,"28.440223, 114.993228",2
133,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,Bigtax,church,1528957002,1,"5.0281872000000005, 118.31571609999999",4
134,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,Vagram,movie_theater,1151521580,3,"23.571189899999997, 119.57931570000001",1
135,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,Fix San,painter,1122894423,4,"49.189578000000004, 26.844725399999994",5
136,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,Viva,movie_theater,955129098,1,"47.727687, 128.799478",5
137,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Zoolab,locksmith,1116852978,9,"54.047349399999995, 61.749232400000004",1
138,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Tres-Zap,locksmith,1203256696,1,"40.124026, 20.0285889",4
139,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Job,drugstore,1231361710,1,"39.405075, 117.441505",4
140,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Stringtough,bar,1373122610,1,"-0.1634664, 35.59313970000001",5
141,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Otcom,tourist_attraction,1039858263,1,"31.459682, 110.11101000000001",2
142,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Daltfresh,bar,1468739868,6,"34.107815, 108.602317",3
143,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Fix San,city_hall,1332645658,1,"43.425971200000006, 77.0216405",2
144,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,Hatity,bicycle_store,1519170779,1,"41.2860336, 19.890514899999996",3
146,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Holdlamis,synagogue,974593761,1,"41.2053857, 44.2309162",2
147,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Transcof,airport,1534929604,4,"18.8729115, -97.05644509999999",1
148,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Domainer,locksmith,1520032134,1,"15.905206900000001, 120.8017163",5
149,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Zathin,grocery_or_supermarket,1424817888,1,"49.040177899999996, 23.5129163",4
150,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Quo Lux,library,1394949984,2,"53.669353799999996, 23.8131306",2
151,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Regrant,subway_station,1486790287,6,"36.806669, 118.01793799999999",3
152,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Home Ing,airport,1531958530,8,"6.2907432, -10.7605239",1
153,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Cardify,movie_theater,1009819591,1,"50.255556, 136.64083300000001",5
154,ccb04ef4-2349-11ea-b006-74d02b9c93aa,Fixflex,car_rental,1248969328,8,"38.94081, 117.325744",3
155,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Biodex,fire_station,1115739144,1,"38.235040999999995, 115.726317",4
156,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Redhold,mosque,1449458761,6,"6.552741, -72.5003179",4
157,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Toughjoyfax,jewelry_store,1081821812,1,"13.649619, -87.02181920000001",4
158,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Cookley,car_dealer,1462858973,6,"37.5092473, 140.97232830000002",5
159,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Fix San,gas_station,1198104418,1,"34.8100067, 67.8212104",4
160,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,Keylex,cafe,1516335456,6,"22.603489, 114.102406",2
161,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Tampflex,plumber,1249733647,7,"37.79855429999999, 139.189766",3
162,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Tampflex,furniture_store,1017315252,3,"53.32744939999999, 17.875301800000003",5
163,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Alpha,city_hall,1356884209,1,"38.8022635, -7.5547842",4
164,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Bamity,hospital,1372129217,5,"52.2509369, -7.1297243",5
165,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Lotlux,park,959711478,4,"53.38818320000001, -6.2611953",2
166,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Voltsillam,meal_takeaway,1355710037,1,"38.0775948, 138.439631",2
167,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Lotstring,park,1075726671,1,"-8.227615400000001, 115.1236952",5
168,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Tampflex,electrician,964556868,1,"59.9327294, 10.751082400000001",3
169,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Ronstring,zoo,1435382150,1,"-6.681725500000001, 106.85176299999999",2
170,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Mat Lam Tam,airport,1129575148,9,"37.5236561, -8.786026699999999",2
171,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Transcof,car_wash,1532123434,1,"26.7044143, -80.19866490000001",4
172,ccb04ef6-2349-11ea-872f-74d02b9c93aa,Zathin,park,1182169715,1,"23.4082065, 116.68788909999998",4
173,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Domainer,supermarket,978694046,9,"22.560473, 113.11161200000001",2
174,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Overhold,museum,1319135364,1,"51.0935791, -115.3508611",1
175,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Fintone,rv_park,1538164647,4,"24.265926, 116.08165600000001",1
176,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Greenlam,florist,1464191992,2,"-7.4234222999999995, 108.7422767",3
177,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Bytecard,park,1109934714,6,"-6.7397149, 23.9476988",1
178,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Tempsoft,locksmith,980069103,1,"58.6527772, 16.183432699999997",3
179,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,Trippledex,courthouse,1211547519,1,"49.0395242, 16.618811100000002",2
181,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Home Ing,pharmacy,1277913710,7,"25.9400585, -80.2153998",5
182,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Trippledex,department_store,1146384062,7,"39.905161799999995, 116.4624467",5
183,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Y-Solowarm,restaurant,1272786500,1,"35.791405100000006, 140.2792041",4
184,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Andalax,bicycle_store,1480463581,8,"45.96783920000001, 13.645561800000001",4
185,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Ventosanzap,electronics_store,1009989054,9,"-7.5996213, 111.1116153",3
186,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Latlux,bank,1383241412,7,"32.235966999999995, 110.227954",1
187,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Gembucket,storage,1516720653,1,"55.813956999999995, 37.626119",5
188,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Viva,post_office,1466683146,1,"46.752314500000004, 33.2473218",4
189,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Opela,car_wash,1472526015,9,"22.463604, -79.7231612",1
190,ccb04ef9-2349-11ea-a855-74d02b9c93aa,Redhold,supermarket,1269193457,1,"-10.790367800000002, 123.1407761",5
191,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,Bamity,movie_theater,1532593755,1,"-6.598279600000001, 106.8104633",5
192,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,Asoka,synagogue,1032440609,5,"-8.5988, 115.2401",1
193,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,Viva,pharmacy,1273289346,2,"50.3736428, 16.1685899",5
194,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,Ronstring,hospital,1053184571,1,"31.204525, 121.45966200000001",2
195,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,Solarbreeze,hardware_store,1509958840,8,"26.263406, 117.638678",2
196,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Hatity,clothing_store,1029948717,3,"9.6233133, 123.9089906",2
197,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Bytecard,park,1109934714,6,"-6.7397149, 23.9476988",1
198,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Tres-Zap,laundry,1455814902,4,"-7.7001724000000005, -79.4338188",2
199,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Domainer,primary_school,1406287599,1,"57.652547, 53.810393299999994",4
200,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Lotlux,drugstore,1531626624,1,"40.7132136, -74.2120629",5
201,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Alphazap,zoo,1340025827,1,"32.5958283, -6.2694608",3
202,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Aerified,store,1218284305,1,"31.889745, 120.03643400000001",3
203,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Stim,liquor_store,968097618,1,"26.053583, 117.87080300000001",3
204,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Andalax,tourist_attraction,1127521304,9,"28.148729, 112.12486499999999",2
205,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Opela,hindu_temple,1146298614,1,"9.499877, 5.169544999999999",1
206,ccb04efb-2349-11ea-b53d-74d02b9c93aa,Tempsoft,school,1363983231,1,"43.7441795, 2.5119990000000003",2
207,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Domainer,locksmith,1520032134,1,"15.905206900000001, 120.8017163",5
208,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Fintone,school,1562172806,8,"-7.040175099999999, 107.7132895",2
209,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Greenlam,casino,1479226651,1,"21.941554999999997, 111.42612199999999",3
210,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Ventosanzap,veterinary_care,1444634638,4,"48.470368799999996, 24.2784263",1
211,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Fixflex,taxi_stand,1244148311,1,"59.809574899999994, 29.975539500000004",3
212,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Biodex,fire_station,1115739144,1,"38.235040999999995, 115.726317",4
213,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Toughjoyfax,art_gallery,1098297096,1,"-20.151470800000002, -44.2010909",1
214,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Lotstring,amusement_park,1576360651,1,"28.555326300000004, 68.21321280000001",4
215,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Tin,lawyer,1506971754,1,"29.049671999999997, 93.953264",2
216,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,Stringtough,travel_agency,1395581206,1,"7.8023204, 6.733343",3
217,ccb075de-2349-11ea-b419-74d02b9c93aa,Gembucket,car_dealer,1320933988,9,"35.5262299, 140.32332069999998",4
218,ccb075de-2349-11ea-b419-74d02b9c93aa,Holdlamis,tourist_attraction,1167601356,4,"26.567944, 106.71437399999999",5
219,ccb075de-2349-11ea-b419-74d02b9c93aa,Bamity,drugstore,1542198739,3,"43.305085399999996, 68.23468840000001",5
220,ccb075de-2349-11ea-b419-74d02b9c93aa,Hatity,veterinary_care,1438810494,1,"25.721142999999998, 119.38433400000001",4
