,user_id,company_name,industry,location,start_date,end_date,title,project_intro
35,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,noble recruiting,staffing and recruiting,"basildon, essex, united kingdom",1363169208,1562268918,VernuS 2442 - PC/Mac/Linux,VernuS 2442 is an Indy game in development that combines the style of a classic top-down 2D Shooter with added RPG Elements..
36,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,"advantage associates, inc.; libertyville, il",marketing and advertising,,1216093777,1388379433,Grabble 3D,"★Challenge your Facebook Friends to a Grabble Battle!!★ This fun, addicting and fast paced app is unlike any word game you've played"
37,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,mulernes legatskole,education management,"denmark, western australia, australia",1353449871,1499876894,ClassRealm,ClassRealm is a customizable classroom management system built on role playing themes. It's like a real life video game for kids!
38,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,colorado water quality association,consumer services,,1332450514,1488046971,3010 | Sci-fi Series,A highly charged post apocalyptic sci fi series that pulls no punches!
39,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,de audiovormgevers,broadcast media,,1398813589,1491973937,Dark Side Decoded: Elucidating a 40 year old enigma,What sources might Roger Waters have drawn from when he wrote the brilliant lyrics for the songs on The Dark Side of the Moon?
42,ccb04eea-2349-11ea-99a6-74d02b9c93aa,aviatra accelerators,professional training & coaching,"covington, kentucky, united states",889418183,1064240636,ParadigM,Let's start a new movement! Help ParadigM release the debut EP 'Cosmic Chaos.' Featuring noisy leads and walls of synth driven bass.
43,ccb04eea-2349-11ea-99a6-74d02b9c93aa,mobilefyre,marketing and advertising,"apple valley, minnesota, united states",1378142625,1407122564,Nachos and Poutines,Who doesn't like either nachos or poutines? I want to get a nacho chip/fry warmer and a warmer for cheese/gravy for nacho/poutine day.
44,ccb04eea-2349-11ea-99a6-74d02b9c93aa,rmi informática industrial ltda.,information technology and services,"curitiba, parana, brazil",1348831256,1518117941,Verku,Share contact information with a single scan from phone to phone.
47,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,zero2ipo group,financial services,,1437698324,1482513883,Happiest Lion Full-Length 2011,Funding for the next Happiest Lion/Caleb Groh full-length record.
48,ccb04eee-2349-11ea-863d-74d02b9c93aa,the pool and spa house,consumer services,"tigard, oregon, united states",1431077759,1499296719,More than Gold: The Rhino Rescue Project,"Rhinos are the most endangered large animal in the world today, and an epic, global battle is being waged to ensure their survival."
49,ccb04eef-2349-11ea-894e-74d02b9c93aa,aviatra accelerators,professional training & coaching,"covington, kentucky, united states",826267799,1516278366,TIME OUT: Lock up temptations or discipline kids (Canceled),TIME OUT Timed Lock System is the first ever cheat proof timed lock that can be used to put yourself or someone else in a time out.
50,ccb04eef-2349-11ea-894e-74d02b9c93aa,balsamwest fibernet,telecommunications,"sylva, north carolina, united states",1041163302,1469752297,King Leaves The Kingdom,"In the near future, a street gang named The Lovers steal The Dream Gun from a gangster named Johnny Tondu.  Oh yes."
51,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,tulsi foods,food & beverages,"ghaziabad, uttar pradesh, india",1144991336,1302364741,"Vestal Review magazine, the flash fiction revolution.","We are the magazine that started the flash fiction revolution. Before us, flash was just a good idea. Now, it's almost mainstream."
52,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,hafele india private limited,furniture,"bombay, maharashtra, india",1138026491,1392407649,"Fonde: The Ravioli Rolling Pin, Perfected.","Simple, beautiful and sustainable: anyone can make perfect ravioli from scratch with the Fonde rolling pin."
53,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,signature gallery,fine art,,1180319422,1186152075,Do Booger Goblins Have My Nose,A fun Rhyming children's picture story book. All about a boy who wakes up to discover his nose has disappeared. where could it be?
54,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,emergent software,computer software,"minneapolis, minnesota, united states",1571495550,1573804853,Only Now Existing's Escape Artist,An ordinary young man’s passive resistance sparks a revolutionary movement that leads to the unraveling of society.
56,ccb04ef3-2349-11ea-a003-74d02b9c93aa,robozän / robocene,machinery,,1571162318,1573339797,Rippin' E Brakes debut album,"Rippin' E Brakes from Contoocook, New Hampshire.  Raising some funds for Rock n' Roll!"
58,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,eyecare specialists,medical practice,"brazil, indiana, united states",1553029905,1560719366,Advertising App,app that streams small ads specifically designed for the app. viewers would answer a few true false questions to get redeemable points
59,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,corecompete llc,information technology and services,"durham, north carolina, united states",1558882178,1567865696,antics {A Full Length Album},"antics is recording an album, making music videos and going on tour. They need your help."
60,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,harvard college democrats,political organization,,1564371806,1575478728,Maria Diebolt Wants To Record Her Debut Album Inner Beauty,"Maria Diebolt has so many awesome songs in her journal, it's time to turn them into an album! Let's help her make Inner Beauty!"
61,ccb04ef6-2349-11ea-872f-74d02b9c93aa,scotts valley educational foundation (svef),fund-raising,,1049929178,1468273470,Scarlet Heroes RPG,Old-school sword & sorcery heroics for a single player and GM.
62,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,sotecec s.a,program development,,1477393815,1480730939,Rhythmic Empowerment at Ala. School for the Deaf and Blind,"A world drumming program which teaches life skills to deaf, blind, challenged children. The goal is teamwork and perseverance."
63,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,the bushe group,computer software,,1546594222,1547719251,Why are you waiting? Spend Less Time in Line!,We help people wait in line less but conversely offer business owners a way to market to users waiting in line at their locations.
64,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,best of utah moving company,transportation/trucking/railroad,"sandy, utah, united states",1562425565,1565399725,Sir Mousalot - A Knight's Tail,Sir Mousalot - A Knight's Tail is a story about a small mouse with a big imagination!  Sure to please kids and parents alike!
65,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,western building center,building materials,"kalispell, montana, united states",1437704922,1537434562,ZEM Shoes - Engineered for WOW!,ZEM Shoes - Exceptional Performance and Comfort with the WOW Factor of Total Flexibility!
66,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,penn mutual pacific regional office,insurance,"irvine, california, united states",1561729595,1565514966,THE MINE,THE MINE is a PG-13 Thriller for teens starring Alexa Vega. Its 90% Completed. Please help us finish it! To be released this fall 2012.
67,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,regency knights window fashions,retail,,1281223578,1427534580,"Largest icon set available for the iPhone, iPad 3, & New Ret","Icons sets for mobile, web, and desktop apps. Save time & money. Don't hire an expensive designer."
68,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,buyer's edge realty,real estate,"boynton beach, florida, united states",1533738865,1559452270,Børnebog: Min mormor og skovkrokodillen,Anne Bredahl og Dita Sternfend har lavet en sød børnebog om de hemmeligheder børn har med deres bedsteforældre.
69,ccb04ef9-2349-11ea-a855-74d02b9c93aa,coffee quality laboratory,food & beverages,,1373092035,1483786902,Marcus McConico CD Project - Italian and Neapolitan Songs,Producing a professional recording of Italian and Neapolitan songs that have been staples of my performing career as an opera singer.
70,ccb04ef9-2349-11ea-a855-74d02b9c93aa,pretty green,public relations and communications,"london, ohio, united states",1440119291,1518987961,I Will Climb This Mountain (of Laundry!),"New project!...songs from the comic side of life, written by a lady with a ukulele and a perspective!"
71,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,record publishing co.,writing and editing,"dallas, texas, united states",1438281588,1468927329,Minecraft MMO - Lost Kingdoms,"Lost Kingdoms is a unique minecraft MMO. Featuring classes, tiered items, custom mobs, parties, bounties and much more!"
72,ccb04efb-2349-11ea-b53d-74d02b9c93aa,hoekman advies & coaching,professional training & coaching,,1470380518,1486627914,Zero and One - Friendship and Forgiveness,"With only $1 or more, (1) CREATE hardback + activity coloring book, (2) UPDATE paperback + eBook, (3) TRANSLATE into other languages."
73,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,garden room masters,construction,,1416528244,1560435872,Helios Bluetooth Light Controller (LC1) (Canceled),A lot of people have been talking about smart-light control with Bluetooth. We’ve done it.
74,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,naturaasi,cosmetics,,997990157,1039423362,Kick it!..In Boca,"The 2nd home for fashionistos and sneaker heads.We will purchase your gently worn premium, high-end and rare footwear."
75,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,the green belt movement,environmental services,"nairobi, nairobi area, kenya",1098289648,1184922195,Our Single Lives .Com - The Webseries,A comedy/drama web series revolving around the online dating phenomenon! We've all been there (or know someone who has) right?!
76,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,innovación & georesearch,information technology and services,"torrent, valencia, spain",1242834506,1469430820,Evolution of a Criminal Theatrical Release!,A SXSW autobiographical documentary about how a 16 year old evolves into a bank robber. Bring it to a theater near you!
77,ccb075de-2349-11ea-b419-74d02b9c93aa,rage in the cage,sports,"gilbert, arizona, united states",1160602984,1445568415,"Pianist Roman Rabinovich Records Couperin, Haydn and Chopin","PIanist Roman Rabinovich is recording music by Couperin, Haydn's Sonata and Chopin's 24 Preludes op 28."
78,ccb075de-2349-11ea-b419-74d02b9c93aa,singleinterface,online media,"gurgaon, haryana, india",1491465495,1547542898,HELLA MEGA records their debut single PURPLE KISS,We are HELLA MEGA! We are recording our debut single PURPLE KISS off our debut album PREHAB.
79,ccb075de-2349-11ea-b419-74d02b9c93aa,goodie two sleeves,apparel & fashion,"chatsworth, california, united states",865054095,1438140038,The Upbring: Web Comic Series Development (Canceled),"Three college student have extraordinary abilities and must overcome discrimination, death and betrayal to restore the public's hope..."
80,ccb075df-2349-11ea-af55-74d02b9c93aa,"telos group, llc",commercial real estate,"chicago, illinois, united states",1433041083,1500293981,Parcel Nest,"Parcel Nest is the postbox that evolved. A simple, secure & convenient way to receive your home delivered parcels."
81,ccb075df-2349-11ea-af55-74d02b9c93aa,beachcomber cafe,marketing and advertising,"trinidad, california, united states",1141692051,1172067581,Drew & Lacey - New EP,We are so excited to record our second EP here in Nashville and would love for you to come along for the ride!
82,ccb075df-2349-11ea-af55-74d02b9c93aa,albert inc,information technology and services,"brantford, ontario, canada",1506396940,1548320473,Illustrated Children's E-books,2 Illustrated children's ebooks teaching some of the important lessons of life.
83,ccb075df-2349-11ea-af55-74d02b9c93aa,maxebit,management consulting,"helsinki, uusimaa, finland",896335709,1195876971,CPU Wars Volume 1.0 - The Card Game,CPU Wars is a trump card game created by geeks for geeks. The purpose of the game is to win by choosing the best CPU spec.
84,ccb075e0-2349-11ea-94aa-74d02b9c93aa,christ media usa,printing,"clifton springs, new york, united states",1056962728,1250882935,Spiritual Engineering:  the book,Ever wondered how the universe works?  Now you can find out!
85,ccb075e0-2349-11ea-94aa-74d02b9c93aa,rodale press,consumer goods,"emmaus, pennsylvania, united states",1420303655,1542659288,Origami Ornament Holiday Cards,The holidays come in all shapes and sizes. Surprise your loved ones with a not-so-ordinary greeting card.
86,ccb075e0-2349-11ea-94aa-74d02b9c93aa,biocentre technology ltd,electrical/electronic manufacturing,"andover, hampshire, united kingdom",1251325505,1444327967,"rebuild online radio station Splash-fm, splash-fm.com","Splash-fm needs to get back online. We need to purchase a new computer so that we can share the great variety of the 80s, 90s and Now."
87,ccb075e0-2349-11ea-94aa-74d02b9c93aa,tru style salon,consumer services,"chicago, illinois, united states",1432368515,1516493219,"FROSTING, a BFA Film - Finishing Funds",A woman re-discoveries herself after going through crisis. 简介（中文版本）：http://www.douban.com/note/481963287/
88,ccb075e1-2349-11ea-a8b6-74d02b9c93aa,logobugs plus,marketing and advertising,,1262303518,1273404905,A Flame a Day,40 large format gallery quality Fractal Art images for backers to have and use in any way.
89,ccb075e2-2349-11ea-a95d-74d02b9c93aa,bhumi research center - india,civil engineering,"surat, gujarat, india",1569716110,1571245237,Bul*$h!t  Walks,A short film about con-artists in New York City.
90,ccb075e2-2349-11ea-a95d-74d02b9c93aa,regency knights window fashions,retail,,1545106540,1552507280,VOTA House Party Tour Contest for Tiffany Patterson,Tiffany has entered our VOTA House Party tour contest and invited you to join the party!
91,ccb075e2-2349-11ea-a95d-74d02b9c93aa,jtekt automotiva brasil ltda,automotive,"sao jose dos pinhais, parana, brazil",1569094578,1570344390,witch doctor apparel,"Sydney clothing label, full of ideas but too poor to print them."
92,ccb075e2-2349-11ea-a95d-74d02b9c93aa,biotera-inteligência sustentável nos negócios,renewables & environment,"santo andré, sao paulo, brazil",1571956827,1573514667,UNRULY - HEADCASE + HEADGEAR Housings for GoPro,The GoPro case is challenging to mount & easily broken. I've created two aluminum cases to mount them to anything-anywhere like a pro!
93,ccb075e2-2349-11ea-a95d-74d02b9c93aa,da capo brass quintet,music,"greensboro, north carolina, united states",1547156464,1550510696,"Earth, Blend & Flower","Earth, Blend & Flower is an eco-lovely bath, body, and home goods studio that plans to launch in a cute little spot on Edgewater Drive."
94,ccb075e3-2349-11ea-9608-74d02b9c93aa,jotstech - johnny on the spot technology,consumer services,"bend, oregon, united states",1542163654,1563404311,Harbingers of Recovery: Why Restoration Matters,These photos and essays show how much a quarter-century of restoration can accomplish. Now we just need the funds to print the booklet.
95,ccb075e3-2349-11ea-9608-74d02b9c93aa,cds publicity,public relations and communications,"jacksonville, florida, united states",1560101482,1565646409,'The Letters' A Portrait of Motherhood - The Book,"'The Letters,' A Portrait of Motherhood. A book of portraits & letters written by mothers from across the world describing motherhood."
96,ccb075e3-2349-11ea-9608-74d02b9c93aa,"advantage associates, inc.; libertyville, il",marketing and advertising,,1555055852,1561426843,HIgh pilgrimage to the Ganges,With the use of photography and video I will make a short movie of traveling to Himalayan holy towns and the people I meet on the way.
97,ccb075e4-2349-11ea-8811-74d02b9c93aa,clean energy associates (cea),renewables & environment,"shanghai, shanghai, china",1543995173,1574121965,Mary Tudor: UK Debut,"Mary Tudor,73, inspirational American oil painter, first exhibition in London, please help get Mary to her UK Debut!!!"
98,ccb075e4-2349-11ea-8811-74d02b9c93aa,cabinet 3a,law practice,"paris, île-de-france, france",1527319976,1548264193,Weapons of the Future New 7' Record California + Touring,We are Weapons of the Future and we want to Release our new 7inch. We want to ask our fans to help us to cover the printing costs.
99,ccb075e4-2349-11ea-8811-74d02b9c93aa,"magomedov & cronin, llp",law practice,"san francisco, california, united states",1566422041,1573845120,Cincinnati ComiCon : The Convention Cincinnati Deserves.,"If you love comics, then join forces with us to bring the midwest its most spectacular convention yet. Be a part of something super!"
100,ccb075e4-2349-11ea-8811-74d02b9c93aa,advertising and promotion of colombia sas,marketing and advertising,"bogota, distrito especial, colombia",1550905506,1575762982,Luminary - The feminist heroine,"We want to make a comic about feminism and ideals, but also make it fun and up with the times, while highlighting major social issues"
101,ccb075e4-2349-11ea-8811-74d02b9c93aa,"ross molina oliveros, p.c.",law practice,"san antonio, texas, united states",1550858130,1553350058,SmartFam,SmartFam is the social network for families.
102,ccb075e5-2349-11ea-a4ce-74d02b9c93aa,lieke thijssen,management consulting,"bilthoven, provincie utrecht, netherlands",1524991364,1543760046,Book: Art of Brainstorm,The story about my quest to build the perfect computer keyboard and other inventions & sharing  the process of coming up with ideas.
103,ccb075e5-2349-11ea-a4ce-74d02b9c93aa,steffensen gmbh,information technology and services,,1460041291,1488805916,Rick Varone- 'Alter Ego',"Under the last name of my Great Grandmother,I plan on making an album of songs that mixes musical genres and reinvents me as an artist!"
104,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,svs.impresa,financial services,"palermo, sicily, italy",1490312527,1523012339,"Digits, Board Game Electronic Version","Hottest board game to hit the market since Monopoly.  The only one of its kind in existence. Digits is original, fresh and fast paced."
105,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,"colorkote ct, llc","glass, ceramics & concrete","stratford, connecticut, united states",1556839313,1565721006,ECOMASTERS,Join Donna in creating a world which brings together a rag-tag band of teen superheros for training on a hidden island in the Amazon!!!
106,ccb075e7-2349-11ea-9bbf-74d02b9c93aa,eskdale stone ltd,construction,"aislaby, north yorkshire, united kingdom",1445282709,1475855995,"Whispering Willows - Horror Puzzle Game for OUYA, PC, Linux",Elena must control her spirit to save her father. Help ghosts and solve puzzles to uncover the secrets of the Willows Mansion.
107,ccb075e7-2349-11ea-9bbf-74d02b9c93aa,qualcare medical,"health, wellness and fitness","san diego, california, united states",1397119308,1416269646,The Tree of Life - Electronic Music by Michael Bloemer,Please join me for a digital music experience brought to you in the spirit of All of Us Are One Soul
108,ccb075e7-2349-11ea-9bbf-74d02b9c93aa,monterey computer corporation,information technology and services,"monterey, california, united states",1447535047,1468051474,"I Am......Woman, Embracing Every Part of Me!!!","Every woman is different yet the same. We're every size, shape, form and fashion and we must learn to embrace every part of who we are."
109,ccb075e8-2349-11ea-a753-74d02b9c93aa,healthy mothers healthy babies,hospital & health care,"camden, new jersey, united states",983697394,1237347718,Press 'Sweet Nothing' on Vinyl,Help fund to press 'Sweet Nothing' by Adam Taylor Young on vinyl.
110,ccb075e8-2349-11ea-a753-74d02b9c93aa,terra environmental services,environmental services,"tampa, florida, united states",852429354,1221442195,Carry the Tune,Close to 90% of students quit musical studies after high school. This documentary will show them many ways to continue.
111,ccb075e8-2349-11ea-a753-74d02b9c93aa,emendo training & advies,"health, wellness and fitness",,1191940346,1388568088,Limerence Magazine,An e-zine focused on spotlighting what's current in indie culture and the arts community.
112,ccb075e8-2349-11ea-a753-74d02b9c93aa,"hawaiian islands forwarders, inc",,,1282492803,1335266728,Jon Shafer's At the Gates,"Lead a barbarian kingdom to glory during the final days of the Roman Empire. An empire builder by Jon Shafer, designer of Civ 5."
113,ccb075e8-2349-11ea-a753-74d02b9c93aa,robot proof consulting,management consulting,,1004950826,1031908084,Shade Light Switch - An Automated Lighting Controller,"Learns your routines, then automates colors and brightness levels. Designed for Philips Hue. Energy savings for any dimmable bulb."
114,ccb075e9-2349-11ea-8b89-74d02b9c93aa,safety resources international,management consulting,"kerrville, texas, united states",1555218811,1557214871,DREAMERS WEBSERIES,DREAMERS is a Hollywood-based Webseries about people who come from all over the world to pursue their DREAMS in Tinseltown.
115,ccb075e9-2349-11ea-8b89-74d02b9c93aa,fine cotton factory inc,machinery,"toronto, ontario, canada",1522818745,1575899347,Help fund Squirtini Bikini's 4th collection Sunkissed 2015,We need to raise enough capital to pay for our 2015 Sunkissed collection so that we can make it over the 3 year small business hurdle-
116,ccb075e9-2349-11ea-8b89-74d02b9c93aa,pride oil well svc,oil & energy,"alice, texas, united states",1528166619,1548484785,Collegiate Entrepreneurs' Organization at NC State,"Welcome to Raleigh, NC where people invest in people.  NC State CEO club is actively engaging the local entrepreneurship community."
117,ccb075e9-2349-11ea-8b89-74d02b9c93aa,nowodvorski lighting,,,1565199086,1565435703,Cascade Of Watercolor - Take The Plunge!,Together you and I will take this watercolor project from creation to exhibition in a region that is hungering for the arts.
118,ccb075e9-2349-11ea-8b89-74d02b9c93aa,dj electrical,computer software,"traverse city, michigan, united states",1518646096,1557497544,I want to make animations but lack the funds,I would like to make animations and upload them to youtube.
119,ccb075ea-2349-11ea-ad73-74d02b9c93aa,"one wall partners, llc",,,1509156695,1575320536,Doom and Bloom(tm)'s SURVIVAL!,"What, no zombies? A survival game with a realistic post-pandemic setting where you scavenge, scout, and survive attacks by raiders."
120,ccb075ea-2349-11ea-ad73-74d02b9c93aa,mcgrath affinity services,insurance,,1514132276,1548068798,Crazy Jane Inner Nature:Art Music Inspired by the Wild Earth,"Nine women composers in Portland seek funding for a concert of their works presented by Cascadia Composers on November 14, 2014."
121,ccb075ea-2349-11ea-ad73-74d02b9c93aa,furman university,performing arts,,1511576177,1546814296,Transgender and Intersex Community Art Project,To provide the sex and gender diverse community in Canberra with an opportunity to create a mural that enhances their lives and space.
